Country/Region,Date,Cases,Lat,Long,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Daily_Cases,Lag_1,Lag_7,Growth_Rate,Rolling_7,Risk_Level
Afghanistan,2020-06-29,31324,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0,271.0,351.0,310.0,-0.22160664819944598,299.2857142857143,LOW
Afghanistan,2020-06-30,31445,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0,121.0,271.0,338.0,-0.5338078291814946,268.2857142857143,LOW
Afghanistan,2020-07-01,31848,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0,403.0,121.0,159.0,2.1526717557251906,303.14285714285717,LOW
Afghanistan,2020-07-02,32108,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0,260.0,403.0,535.0,-0.34624697336561744,263.85714285714283,LOW
Afghanistan,2020-07-03,32410,33.93911,67.709953,-14.0,9.0,-1.0,-22.0,-2.0,4.0,302.0,260.0,85.0,0.15555555555555556,294.85714285714283,LOW
Afghanistan,2020-07-03,32410,33.93911,67.709953,-23.0,5.0,-2.0,-16.0,-6.0,6.0,0.0,302.0,356.0,-0.967948717948718,244.0,LOW
Afghanistan,2020-07-04,32758,33.93911,67.709953,-10.0,11.0,-3.0,-17.0,-15.0,6.0,348.0,0.0,351.0,5.0,243.57142857142858,LOW
Afghanistan,2020-07-04,32758,33.93911,67.709953,-17.0,12.0,-10.0,-10.0,-24.0,11.0,0.0,348.0,271.0,-0.9720670391061452,204.85714285714286,LOW
Afghanistan,2020-07-05,33037,33.93911,67.709953,-9.0,12.0,-3.0,-14.0,-17.0,7.0,279.0,0.0,121.0,5.0,227.42857142857142,LOW
Afghanistan,2020-07-05,33037,33.93911,67.709953,-15.0,4.0,-12.0,-8.0,-28.0,12.0,0.0,279.0,403.0,-0.9653979238754326,169.85714285714286,LOW
Afghanistan,2020-07-06,33150,33.93911,67.709953,-7.0,20.0,-1.0,-13.0,-17.0,5.0,113.0,0.0,260.0,5.0,148.85714285714286,LOW
Afghanistan,2020-07-06,33150,33.93911,67.709953,-16.0,20.0,-12.0,-6.0,-26.0,9.0,0.0,113.0,302.0,-0.9186991869918699,105.71428571428571,LOW
Afghanistan,2020-07-07,33470,33.93911,67.709953,-5.0,18.0,-3.0,-12.0,-17.0,5.0,320.0,0.0,0.0,5.0,151.42857142857142,LOW
Afghanistan,2020-07-07,33470,33.93911,67.709953,-11.0,12.0,-8.0,-6.0,-28.0,9.0,0.0,320.0,348.0,-0.9696969696969697,101.71428571428571,LOW
Afghanistan,2020-07-08,33680,33.93911,67.709953,-9.0,12.0,-3.0,-18.0,-16.0,5.0,210.0,0.0,0.0,5.0,131.71428571428572,LOW
Afghanistan,2020-07-08,33680,33.93911,67.709953,-16.0,13.0,-8.0,-11.0,-27.0,9.0,0.0,210.0,279.0,-0.9545454545454546,91.85714285714286,LOW
Afghanistan,2020-07-09,33739,33.93911,67.709953,-9.0,12.0,-1.0,-16.0,-13.0,5.0,59.0,0.0,0.0,5.0,100.28571428571429,LOW
Afghanistan,2020-07-09,33739,33.93911,67.709953,-17.0,8.0,-6.0,-10.0,-23.0,11.0,0.0,59.0,113.0,-0.855072463768116,84.14285714285714,LOW
Afghanistan,2020-07-10,34280,33.93911,67.709953,-7.0,15.0,3.0,-16.0,2.0,4.0,541.0,0.0,0.0,5.0,161.42857142857142,LOW
Afghanistan,2020-07-10,34280,33.93911,67.709953,-15.0,14.0,3.0,-9.0,-5.0,7.0,0.0,541.0,320.0,-0.9818511796733213,115.71428571428571,LOW
Afghanistan,2020-07-11,34437,33.93911,67.709953,-5.0,16.0,3.0,-11.0,-10.0,5.0,157.0,0.0,0.0,5.0,138.14285714285714,LOW
Afghanistan,2020-07-11,34437,33.93911,67.709953,-12.0,18.0,-3.0,-4.0,-18.0,9.0,0.0,157.0,210.0,-0.9401197604790419,108.14285714285714,LOW
Afghanistan,2020-07-12,34537,33.93911,67.709953,-5.0,21.0,-3.0,-10.0,-14.0,6.0,100.0,0.0,0.0,5.0,122.42857142857143,LOW
Afghanistan,2020-07-12,34537,33.93911,67.709953,-11.0,16.0,-12.0,-5.0,-24.0,10.0,0.0,100.0,59.0,-0.9090909090909091,114.0,LOW
Afghanistan,2020-07-13,34541,33.93911,67.709953,-4.0,26.0,-1.0,-9.0,-12.0,4.0,4.0,0.0,0.0,0.4,114.57142857142857,LOW
Afghanistan,2020-07-13,34541,33.93911,67.709953,-14.0,26.0,-8.0,-3.0,-20.0,8.0,0.0,4.0,541.0,-0.2857142857142857,37.285714285714285,LOW
Afghanistan,2020-07-14,34826,33.93911,67.709953,-6.0,18.0,-2.0,-10.0,-11.0,5.0,285.0,0.0,0.0,5.0,78.0,LOW
Afghanistan,2020-07-14,34826,33.93911,67.709953,-13.0,16.0,-6.0,-3.0,-21.0,10.0,0.0,285.0,157.0,-0.9661016949152542,55.57142857142857,LOW
Afghanistan,2020-07-15,35026,33.93911,67.709953,-6.0,14.0,-2.0,-14.0,-11.0,5.0,200.0,0.0,0.0,5.0,84.14285714285714,LOW
Afghanistan,2020-07-15,35026,33.93911,67.709953,-10.0,16.0,-6.0,-7.0,-20.0,10.0,0.0,200.0,100.0,-0.9523809523809523,69.85714285714286,LOW
Afghanistan,2020-07-16,35156,33.93911,67.709953,-7.0,14.0,-5.0,-11.0,-10.0,5.0,130.0,0.0,0.0,5.0,88.42857142857143,LOW
Afghanistan,2020-07-16,35156,33.93911,67.709953,-13.0,16.0,-9.0,-3.0,-20.0,10.0,0.0,130.0,4.0,-0.9285714285714286,87.85714285714286,LOW
Afghanistan,2020-07-17,35315,33.93911,67.709953,-5.0,18.0,3.0,-11.0,3.0,3.0,159.0,0.0,0.0,5.0,110.57142857142857,LOW
Afghanistan,2020-07-17,35315,33.93911,67.709953,-9.0,19.0,7.0,-3.0,-2.0,6.0,0.0,159.0,285.0,-0.9408284023668639,69.85714285714286,LOW
Afghanistan,2020-07-18,35375,33.93911,67.709953,-4.0,19.0,-2.0,-10.0,-8.0,4.0,60.0,0.0,0.0,5.0,78.42857142857143,LOW
Afghanistan,2020-07-18,35375,33.93911,67.709953,-9.0,24.0,-6.0,-2.0,-15.0,8.0,0.0,60.0,200.0,-0.8571428571428571,49.857142857142854,LOW
Afghanistan,2020-07-19,35561,33.93911,67.709953,-4.0,24.0,-1.0,-6.0,-10.0,4.0,186.0,0.0,0.0,5.0,76.42857142857143,LOW
Afghanistan,2020-07-19,35561,33.93911,67.709953,-7.0,25.0,-6.0,1.0,-18.0,9.0,0.0,186.0,130.0,-0.9489795918367347,57.857142857142854,LOW
Afghanistan,2020-07-20,35595,33.93911,67.709953,-1.0,24.0,-2.0,-9.0,-10.0,4.0,34.0,0.0,0.0,3.4,62.714285714285715,LOW
Afghanistan,2020-07-20,35595,33.93911,67.709953,-5.0,28.0,-10.0,-1.0,-16.0,7.0,0.0,34.0,159.0,-0.7727272727272727,40.0,LOW
Afghanistan,2020-07-21,35701,33.93911,67.709953,-5.0,18.0,0.0,-10.0,-11.0,4.0,106.0,0.0,0.0,5.0,55.142857142857146,LOW
Afghanistan,2020-07-21,35701,33.93911,67.709953,-8.0,19.0,-2.0,-3.0,-18.0,8.0,0.0,106.0,60.0,-0.9137931034482759,46.57142857142857,LOW
Afghanistan,2020-07-22,35813,33.93911,67.709953,-4.0,19.0,-4.0,-14.0,-12.0,4.0,112.0,0.0,0.0,5.0,62.57142857142857,LOW
Afghanistan,2020-07-22,35813,33.93911,67.709953,-6.0,24.0,-5.0,-7.0,-19.0,9.0,0.0,112.0,186.0,-0.9180327868852459,36.0,LOW
Afghanistan,2020-07-23,36001,33.93911,67.709953,-7.0,13.0,-3.0,-10.0,-9.0,5.0,188.0,0.0,0.0,5.0,62.857142857142854,LOW
Afghanistan,2020-07-23,36001,33.93911,67.709953,-10.0,19.0,-3.0,-2.0,-18.0,9.0,0.0,188.0,34.0,-0.9494949494949495,58.0,LOW
Afghanistan,2020-07-24,36067,33.93911,67.709953,-3.0,22.0,1.0,-12.0,4.0,3.0,66.0,0.0,0.0,5.0,67.42857142857143,LOW
Afghanistan,2020-07-24,36067,33.93911,67.709953,-5.0,29.0,6.0,-6.0,1.0,7.0,0.0,66.0,106.0,-0.868421052631579,52.285714285714285,LOW
Afghanistan,2020-07-25,36122,33.93911,67.709953,-6.0,21.0,3.0,-11.0,-7.0,4.0,55.0,0.0,0.0,5.0,60.142857142857146,LOW
Afghanistan,2020-07-25,36122,33.93911,67.709953,-8.0,30.0,4.0,-4.0,-14.0,8.0,0.0,55.0,112.0,-0.8461538461538461,44.142857142857146,LOW
Afghanistan,2020-07-26,36243,33.93911,67.709953,-5.0,24.0,0.0,-6.0,-11.0,4.0,121.0,0.0,0.0,5.0,61.42857142857143,LOW
Afghanistan,2020-07-26,36243,33.93911,67.709953,-5.0,29.0,1.0,1.0,-18.0,9.0,0.0,121.0,188.0,-0.9236641221374046,34.57142857142857,LOW
Afghanistan,2020-07-27,36349,33.93911,67.709953,-3.0,28.0,2.0,-10.0,-11.0,2.0,106.0,0.0,0.0,5.0,49.714285714285715,LOW
Afghanistan,2020-07-27,36349,33.93911,67.709953,-6.0,34.0,-2.0,-3.0,-18.0,5.0,0.0,106.0,66.0,-0.9137931034482759,40.285714285714285,LOW
Afghanistan,2020-07-28,36454,33.93911,67.709953,-1.0,27.0,3.0,-6.0,-12.0,1.0,105.0,0.0,0.0,5.0,55.285714285714285,LOW
Afghanistan,2020-07-28,36454,33.93911,67.709953,-3.0,30.0,6.0,1.0,-20.0,5.0,0.0,105.0,55.0,-0.9130434782608695,47.42857142857143,LOW
Afghanistan,2020-07-29,36557,33.93911,67.709953,2.0,33.0,3.0,-5.0,-16.0,2.0,103.0,0.0,0.0,5.0,62.142857142857146,LOW
Afghanistan,2020-07-29,36557,33.93911,67.709953,-2.0,36.0,2.0,2.0,-25.0,6.0,0.0,103.0,121.0,-0.911504424778761,44.857142857142854,LOW
Afghanistan,2020-07-30,36628,33.93911,67.709953,-5.0,32.0,0.0,-10.0,-38.0,8.0,71.0,0.0,0.0,5.0,55.0,LOW
Afghanistan,2020-07-30,36628,33.93911,67.709953,-10.0,25.0,-10.0,-4.0,-52.0,13.0,0.0,71.0,106.0,-0.8765432098765432,39.857142857142854,LOW
Afghanistan,2020-07-31,36628,33.93911,67.709953,-26.0,0.0,3.0,-26.0,-24.0,3.0,0.0,0.0,0.0,0.0,39.857142857142854,LOW
Afghanistan,2020-07-31,36628,33.93911,67.709953,-36.0,-7.0,-11.0,-20.0,-26.0,4.0,0.0,0.0,105.0,0.0,24.857142857142858,LOW
Afghanistan,2020-08-01,36796,33.93911,67.709953,-33.0,-24.0,9.0,-32.0,-66.0,10.0,168.0,0.0,0.0,5.0,48.857142857142854,LOW
Afghanistan,2020-08-01,36796,33.93911,67.709953,-44.0,-32.0,-16.0,-27.0,-71.0,14.0,0.0,168.0,103.0,-0.9438202247191011,34.142857142857146,LOW
Afghanistan,2020-08-02,36796,33.93911,67.709953,-31.0,-20.0,8.0,-29.0,-68.0,9.0,0.0,0.0,0.0,0.0,34.142857142857146,LOW
Afghanistan,2020-08-02,36796,33.93911,67.709953,-37.0,-28.0,-17.0,-25.0,-72.0,13.0,0.0,0.0,71.0,0.0,24.0,LOW
Afghanistan,2020-08-03,36796,33.93911,67.709953,-18.0,-2.0,12.0,-21.0,-39.0,4.0,0.0,0.0,0.0,0.0,24.0,LOW
Afghanistan,2020-08-03,36796,33.93911,67.709953,-21.0,-1.0,-3.0,-15.0,-40.0,6.0,0.0,0.0,0.0,0.0,24.0,LOW
Afghanistan,2020-08-04,36833,33.93911,67.709953,-11.0,9.0,10.0,-13.0,-23.0,2.0,37.0,0.0,0.0,3.7,29.285714285714285,LOW
Afghanistan,2020-08-04,36833,33.93911,67.709953,-14.0,9.0,-2.0,-7.0,-26.0,5.0,0.0,37.0,168.0,-0.7872340425531915,5.285714285714286,LOW
Afghanistan,2020-08-05,36915,33.93911,67.709953,-9.0,13.0,6.0,-11.0,-19.0,2.0,82.0,0.0,0.0,5.0,17.0,LOW
Afghanistan,2020-08-05,36915,33.93911,67.709953,-8.0,13.0,-5.0,-6.0,-22.0,5.0,0.0,82.0,0.0,-0.8913043478260869,17.0,LOW
Afghanistan,2020-08-06,36982,33.93911,67.709953,-9.0,12.0,5.0,-10.0,-15.0,3.0,67.0,0.0,0.0,5.0,26.571428571428573,LOW
Afghanistan,2020-08-06,36982,33.93911,67.709953,-9.0,15.0,-1.0,-5.0,-19.0,6.0,0.0,67.0,0.0,-0.8701298701298701,26.571428571428573,LOW
Afghanistan,2020-08-07,37023,33.93911,67.709953,-6.0,16.0,9.0,-13.0,0.0,1.0,41.0,0.0,0.0,4.1,32.42857142857143,LOW
Afghanistan,2020-08-07,37023,33.93911,67.709953,-12.0,10.0,-1.0,-8.0,-5.0,5.0,0.0,41.0,37.0,-0.803921568627451,27.142857142857142,LOW
Afghanistan,2020-08-08,37101,33.93911,67.709953,-12.0,7.0,2.0,-19.0,-24.0,5.0,78.0,0.0,0.0,5.0,38.285714285714285,LOW
Afghanistan,2020-08-08,37101,33.93911,67.709953,-23.0,-10.0,-20.0,-16.0,-46.0,13.0,0.0,78.0,82.0,-0.8863636363636364,26.571428571428573,LOW
Afghanistan,2020-08-09,37140,33.93911,67.709953,-10.0,13.0,2.0,-12.0,-25.0,5.0,39.0,0.0,0.0,3.9,32.142857142857146,LOW
Afghanistan,2020-08-09,37140,33.93911,67.709953,-16.0,-3.0,-22.0,-9.0,-45.0,13.0,0.0,39.0,67.0,-0.7959183673469388,22.571428571428573,LOW
Afghanistan,2020-08-10,37140,33.93911,67.709953,7.0,35.0,11.0,1.0,-10.0,-2.0,0.0,0.0,0.0,0.0,22.571428571428573,LOW
Afghanistan,2020-08-10,37140,33.93911,67.709953,7.0,37.0,11.0,8.0,-17.0,1.0,0.0,0.0,41.0,0.0,16.714285714285715,LOW
Afghanistan,2020-08-11,37355,33.93911,67.709953,2.0,26.0,9.0,0.0,-9.0,-1.0,215.0,0.0,0.0,5.0,47.42857142857143,LOW
Afghanistan,2020-08-11,37355,33.93911,67.709953,8.0,27.0,9.0,7.0,-16.0,2.0,0.0,215.0,78.0,-0.9555555555555556,36.285714285714285,LOW
Afghanistan,2020-08-12,37431,33.93911,67.709953,4.0,27.0,5.0,-1.0,-9.0,-1.0,76.0,0.0,0.0,5.0,47.142857142857146,LOW
Afghanistan,2020-08-12,37431,33.93911,67.709953,7.0,28.0,7.0,5.0,-16.0,3.0,0.0,76.0,39.0,-0.8837209302325582,41.57142857142857,LOW
Afghanistan,2020-08-13,37510,33.93911,67.709953,1.0,22.0,7.0,-2.0,-7.0,1.0,79.0,0.0,0.0,5.0,52.857142857142854,LOW
Afghanistan,2020-08-13,37510,33.93911,67.709953,2.0,21.0,5.0,4.0,-13.0,4.0,0.0,79.0,0.0,-0.8876404494382022,52.857142857142854,LOW
Afghanistan,2020-08-14,37517,33.93911,67.709953,3.0,25.0,12.0,-3.0,-1.0,1.0,7.0,0.0,0.0,0.7,53.857142857142854,LOW
Afghanistan,2020-08-14,37517,33.93911,67.709953,1.0,20.0,14.0,4.0,-4.0,4.0,0.0,7.0,215.0,-0.4117647058823529,23.142857142857142,LOW
Afghanistan,2020-08-15,37637,33.93911,67.709953,4.0,27.0,9.0,3.0,-5.0,-1.0,120.0,0.0,0.0,5.0,40.285714285714285,LOW
Afghanistan,2020-08-15,37637,33.93911,67.709953,6.0,29.0,9.0,11.0,-10.0,2.0,0.0,120.0,76.0,-0.9230769230769231,29.428571428571427,LOW
Afghanistan,2020-08-16,37682,33.93911,67.709953,6.0,27.0,9.0,2.0,-8.0,-2.0,45.0,0.0,0.0,4.5,35.857142857142854,LOW
Afghanistan,2020-08-16,37682,33.93911,67.709953,7.0,25.0,7.0,7.0,-15.0,1.0,0.0,45.0,79.0,-0.8181818181818182,24.571428571428573,LOW
Afghanistan,2020-08-17,37682,33.93911,67.709953,0.0,0.0,11.0,3.0,-6.0,-3.0,0.0,0.0,0.0,0.0,24.571428571428573,LOW
Afghanistan,2020-08-17,37682,33.93911,67.709953,0.0,0.0,0.0,11.0,-13.0,0.0,0.0,0.0,7.0,0.0,23.571428571428573,LOW
Afghanistan,2020-08-18,37685,33.93911,67.709953,0.0,0.0,2.0,-15.0,-40.0,5.0,3.0,0.0,0.0,0.3,24.0,LOW
Afghanistan,2020-08-18,37685,33.93911,67.709953,0.0,0.0,0.0,-8.0,-55.0,10.0,0.0,3.0,120.0,-0.23076923076923078,6.857142857142857,LOW
Afghanistan,2020-08-19,37685,33.93911,67.709953,0.0,0.0,7.0,-4.0,-7.0,-2.0,0.0,0.0,0.0,0.0,6.857142857142857,LOW
Afghanistan,2020-08-19,37685,33.93911,67.709953,0.0,0.0,0.0,4.0,-13.0,1.0,0.0,0.0,45.0,0.0,0.42857142857142855,LOW
Afghanistan,2020-08-20,37845,33.93911,67.709953,0.0,0.0,8.0,-3.0,-3.0,1.0,160.0,0.0,0.0,5.0,23.285714285714285,LOW
Afghanistan,2020-08-20,37845,33.93911,67.709953,0.0,0.0,0.0,6.0,-8.0,4.0,0.0,160.0,0.0,-0.9411764705882353,23.285714285714285,LOW
Afghanistan,2020-08-21,37942,33.93911,67.709953,0.0,0.0,12.0,0.0,1.0,1.0,97.0,0.0,0.0,5.0,37.142857142857146,LOW
Afghanistan,2020-08-21,37942,33.93911,67.709953,0.0,0.0,0.0,6.0,-2.0,4.0,0.0,97.0,3.0,-0.9065420560747663,36.714285714285715,LOW
Afghanistan,2020-08-22,37980,33.93911,67.709953,0.0,0.0,11.0,-2.0,-2.0,-1.0,38.0,0.0,0.0,3.8,42.142857142857146,LOW
Afghanistan,2020-08-22,37980,33.93911,67.709953,0.0,0.0,0.0,8.0,-5.0,1.0,0.0,38.0,0.0,-0.7916666666666666,42.142857142857146,LOW
Afghanistan,2020-08-23,38039,33.93911,67.709953,0.0,0.0,7.0,2.0,-4.0,-1.0,59.0,0.0,0.0,5.0,50.57142857142857,LOW
Afghanistan,2020-08-23,38039,33.93911,67.709953,0.0,0.0,0.0,10.0,-10.0,1.0,0.0,59.0,160.0,-0.855072463768116,27.714285714285715,LOW
Afghanistan,2020-08-24,38085,33.93911,67.709953,0.0,0.0,9.0,-1.0,-4.0,-2.0,46.0,0.0,0.0,4.6,34.285714285714285,LOW
Afghanistan,2020-08-24,38085,33.93911,67.709953,0.0,0.0,0.0,8.0,-9.0,0.0,0.0,46.0,97.0,-0.8214285714285714,20.428571428571427,LOW
Afghanistan,2020-08-25,38156,33.93911,67.709953,0.0,0.0,8.0,-1.0,-3.0,-2.0,71.0,0.0,0.0,5.0,30.571428571428573,LOW
Afghanistan,2020-08-25,38156,33.93911,67.709953,0.0,0.0,0.0,9.0,-9.0,0.0,0.0,71.0,38.0,-0.8765432098765432,25.142857142857142,LOW
Afghanistan,2020-08-26,38199,33.93911,67.709953,0.0,0.0,6.0,-6.0,-4.0,-1.0,43.0,0.0,0.0,4.3,31.285714285714285,LOW
Afghanistan,2020-08-26,38199,33.93911,67.709953,0.0,0.0,0.0,4.0,-9.0,2.0,0.0,43.0,59.0,-0.8113207547169812,22.857142857142858,LOW
Afghanistan,2020-08-27,38215,33.93911,67.709953,0.0,0.0,6.0,-9.0,0.0,1.0,16.0,0.0,0.0,1.6,25.142857142857142,LOW
Afghanistan,2020-08-27,38215,33.93911,67.709953,0.0,0.0,0.0,1.0,-7.0,5.0,0.0,16.0,46.0,-0.6153846153846154,18.571428571428573,LOW
Afghanistan,2020-08-28,38226,33.93911,67.709953,0.0,0.0,7.0,0.0,2.0,2.0,11.0,0.0,0.0,1.1,20.142857142857142,LOW
Afghanistan,2020-08-28,38226,33.93911,67.709953,0.0,0.0,0.0,5.0,0.0,5.0,0.0,11.0,71.0,-0.5238095238095238,10.0,LOW
Afghanistan,2020-08-29,38229,33.93911,67.709953,0.0,0.0,2.0,-19.0,-11.0,3.0,3.0,0.0,0.0,0.3,10.428571428571429,LOW
Afghanistan,2020-08-29,38229,33.93911,67.709953,0.0,0.0,0.0,-9.0,-18.0,7.0,0.0,3.0,43.0,-0.23076923076923078,4.285714285714286,LOW
Afghanistan,2020-08-30,38229,33.93911,67.709953,0.0,0.0,-8.0,-30.0,-52.0,13.0,0.0,0.0,0.0,0.0,4.285714285714286,LOW
