Country/Region,Date,Cases,Lat,Long,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Afghanistan,2020-06-25,30261,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-06-26,30346,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-06-27,30702,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-06-28,31053,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-06-29,31324,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-06-30,31445,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-07-01,31848,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-07-02,32108,33.93911,67.709953,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2020-07-03,32410,33.93911,67.709953,-14.0,9.0,-1.0,-22.0,-2.0,4.0
Afghanistan,2020-07-03,32410,33.93911,67.709953,-23.0,5.0,-2.0,-16.0,-6.0,6.0
Afghanistan,2020-07-04,32758,33.93911,67.709953,-10.0,11.0,-3.0,-17.0,-15.0,6.0
Afghanistan,2020-07-04,32758,33.93911,67.709953,-17.0,12.0,-10.0,-10.0,-24.0,11.0
Afghanistan,2020-07-05,33037,33.93911,67.709953,-9.0,12.0,-3.0,-14.0,-17.0,7.0
Afghanistan,2020-07-05,33037,33.93911,67.709953,-15.0,4.0,-12.0,-8.0,-28.0,12.0
Afghanistan,2020-07-06,33150,33.93911,67.709953,-7.0,20.0,-1.0,-13.0,-17.0,5.0
Afghanistan,2020-07-06,33150,33.93911,67.709953,-16.0,20.0,-12.0,-6.0,-26.0,9.0
Afghanistan,2020-07-07,33470,33.93911,67.709953,-5.0,18.0,-3.0,-12.0,-17.0,5.0
Afghanistan,2020-07-07,33470,33.93911,67.709953,-11.0,12.0,-8.0,-6.0,-28.0,9.0
Afghanistan,2020-07-08,33680,33.93911,67.709953,-9.0,12.0,-3.0,-18.0,-16.0,5.0
Afghanistan,2020-07-08,33680,33.93911,67.709953,-16.0,13.0,-8.0,-11.0,-27.0,9.0
Afghanistan,2020-07-09,33739,33.93911,67.709953,-9.0,12.0,-1.0,-16.0,-13.0,5.0
Afghanistan,2020-07-09,33739,33.93911,67.709953,-17.0,8.0,-6.0,-10.0,-23.0,11.0
Afghanistan,2020-07-10,34280,33.93911,67.709953,-7.0,15.0,3.0,-16.0,2.0,4.0
Afghanistan,2020-07-10,34280,33.93911,67.709953,-15.0,14.0,3.0,-9.0,-5.0,7.0
Afghanistan,2020-07-11,34437,33.93911,67.709953,-5.0,16.0,3.0,-11.0,-10.0,5.0
Afghanistan,2020-07-11,34437,33.93911,67.709953,-12.0,18.0,-3.0,-4.0,-18.0,9.0
Afghanistan,2020-07-12,34537,33.93911,67.709953,-5.0,21.0,-3.0,-10.0,-14.0,6.0
Afghanistan,2020-07-12,34537,33.93911,67.709953,-11.0,16.0,-12.0,-5.0,-24.0,10.0
Afghanistan,2020-07-13,34541,33.93911,67.709953,-4.0,26.0,-1.0,-9.0,-12.0,4.0
Afghanistan,2020-07-13,34541,33.93911,67.709953,-14.0,26.0,-8.0,-3.0,-20.0,8.0
Afghanistan,2020-07-14,34826,33.93911,67.709953,-6.0,18.0,-2.0,-10.0,-11.0,5.0
Afghanistan,2020-07-14,34826,33.93911,67.709953,-13.0,16.0,-6.0,-3.0,-21.0,10.0
Afghanistan,2020-07-15,35026,33.93911,67.709953,-6.0,14.0,-2.0,-14.0,-11.0,5.0
Afghanistan,2020-07-15,35026,33.93911,67.709953,-10.0,16.0,-6.0,-7.0,-20.0,10.0
Afghanistan,2020-07-16,35156,33.93911,67.709953,-7.0,14.0,-5.0,-11.0,-10.0,5.0
Afghanistan,2020-07-16,35156,33.93911,67.709953,-13.0,16.0,-9.0,-3.0,-20.0,10.0
Afghanistan,2020-07-17,35315,33.93911,67.709953,-5.0,18.0,3.0,-11.0,3.0,3.0
Afghanistan,2020-07-17,35315,33.93911,67.709953,-9.0,19.0,7.0,-3.0,-2.0,6.0
Afghanistan,2020-07-18,35375,33.93911,67.709953,-4.0,19.0,-2.0,-10.0,-8.0,4.0
Afghanistan,2020-07-18,35375,33.93911,67.709953,-9.0,24.0,-6.0,-2.0,-15.0,8.0
Afghanistan,2020-07-19,35561,33.93911,67.709953,-4.0,24.0,-1.0,-6.0,-10.0,4.0
Afghanistan,2020-07-19,35561,33.93911,67.709953,-7.0,25.0,-6.0,1.0,-18.0,9.0
Afghanistan,2020-07-20,35595,33.93911,67.709953,-1.0,24.0,-2.0,-9.0,-10.0,4.0
Afghanistan,2020-07-20,35595,33.93911,67.709953,-5.0,28.0,-10.0,-1.0,-16.0,7.0
Afghanistan,2020-07-21,35701,33.93911,67.709953,-5.0,18.0,0.0,-10.0,-11.0,4.0
Afghanistan,2020-07-21,35701,33.93911,67.709953,-8.0,19.0,-2.0,-3.0,-18.0,8.0
Afghanistan,2020-07-22,35813,33.93911,67.709953,-4.0,19.0,-4.0,-14.0,-12.0,4.0
Afghanistan,2020-07-22,35813,33.93911,67.709953,-6.0,24.0,-5.0,-7.0,-19.0,9.0
Afghanistan,2020-07-23,36001,33.93911,67.709953,-7.0,13.0,-3.0,-10.0,-9.0,5.0
Afghanistan,2020-07-23,36001,33.93911,67.709953,-10.0,19.0,-3.0,-2.0,-18.0,9.0
Afghanistan,2020-07-24,36067,33.93911,67.709953,-3.0,22.0,1.0,-12.0,4.0,3.0
Afghanistan,2020-07-24,36067,33.93911,67.709953,-5.0,29.0,6.0,-6.0,1.0,7.0
Afghanistan,2020-07-25,36122,33.93911,67.709953,-6.0,21.0,3.0,-11.0,-7.0,4.0
Afghanistan,2020-07-25,36122,33.93911,67.709953,-8.0,30.0,4.0,-4.0,-14.0,8.0
Afghanistan,2020-07-26,36243,33.93911,67.709953,-5.0,24.0,0.0,-6.0,-11.0,4.0
Afghanistan,2020-07-26,36243,33.93911,67.709953,-5.0,29.0,1.0,1.0,-18.0,9.0
Afghanistan,2020-07-27,36349,33.93911,67.709953,-3.0,28.0,2.0,-10.0,-11.0,2.0
Afghanistan,2020-07-27,36349,33.93911,67.709953,-6.0,34.0,-2.0,-3.0,-18.0,5.0
Afghanistan,2020-07-28,36454,33.93911,67.709953,-1.0,27.0,3.0,-6.0,-12.0,1.0
Afghanistan,2020-07-28,36454,33.93911,67.709953,-3.0,30.0,6.0,1.0,-20.0,5.0
Afghanistan,2020-07-29,36557,33.93911,67.709953,2.0,33.0,3.0,-5.0,-16.0,2.0
Afghanistan,2020-07-29,36557,33.93911,67.709953,-2.0,36.0,2.0,2.0,-25.0,6.0
Afghanistan,2020-07-30,36628,33.93911,67.709953,-5.0,32.0,0.0,-10.0,-38.0,8.0
Afghanistan,2020-07-30,36628,33.93911,67.709953,-10.0,25.0,-10.0,-4.0,-52.0,13.0
Afghanistan,2020-07-31,36628,33.93911,67.709953,-26.0,0.0,3.0,-26.0,-24.0,3.0
Afghanistan,2020-07-31,36628,33.93911,67.709953,-36.0,-7.0,-11.0,-20.0,-26.0,4.0
Afghanistan,2020-08-01,36796,33.93911,67.709953,-33.0,-24.0,9.0,-32.0,-66.0,10.0
Afghanistan,2020-08-01,36796,33.93911,67.709953,-44.0,-32.0,-16.0,-27.0,-71.0,14.0
Afghanistan,2020-08-02,36796,33.93911,67.709953,-31.0,-20.0,8.0,-29.0,-68.0,9.0
Afghanistan,2020-08-02,36796,33.93911,67.709953,-37.0,-28.0,-17.0,-25.0,-72.0,13.0
Afghanistan,2020-08-03,36796,33.93911,67.709953,-18.0,-2.0,12.0,-21.0,-39.0,4.0
Afghanistan,2020-08-03,36796,33.93911,67.709953,-21.0,-1.0,-3.0,-15.0,-40.0,6.0
Afghanistan,2020-08-04,36833,33.93911,67.709953,-11.0,9.0,10.0,-13.0,-23.0,2.0
Afghanistan,2020-08-04,36833,33.93911,67.709953,-14.0,9.0,-2.0,-7.0,-26.0,5.0
Afghanistan,2020-08-05,36915,33.93911,67.709953,-9.0,13.0,6.0,-11.0,-19.0,2.0
Afghanistan,2020-08-05,36915,33.93911,67.709953,-8.0,13.0,-5.0,-6.0,-22.0,5.0
Afghanistan,2020-08-06,36982,33.93911,67.709953,-9.0,12.0,5.0,-10.0,-15.0,3.0
Afghanistan,2020-08-06,36982,33.93911,67.709953,-9.0,15.0,-1.0,-5.0,-19.0,6.0
Afghanistan,2020-08-07,37023,33.93911,67.709953,-6.0,16.0,9.0,-13.0,0.0,1.0
Afghanistan,2020-08-07,37023,33.93911,67.709953,-12.0,10.0,-1.0,-8.0,-5.0,5.0
Afghanistan,2020-08-08,37101,33.93911,67.709953,-12.0,7.0,2.0,-19.0,-24.0,5.0
Afghanistan,2020-08-08,37101,33.93911,67.709953,-23.0,-10.0,-20.0,-16.0,-46.0,13.0
Afghanistan,2020-08-09,37140,33.93911,67.709953,-10.0,13.0,2.0,-12.0,-25.0,5.0
Afghanistan,2020-08-09,37140,33.93911,67.709953,-16.0,-3.0,-22.0,-9.0,-45.0,13.0
Afghanistan,2020-08-10,37140,33.93911,67.709953,7.0,35.0,11.0,1.0,-10.0,-2.0
Afghanistan,2020-08-10,37140,33.93911,67.709953,7.0,37.0,11.0,8.0,-17.0,1.0
Afghanistan,2020-08-11,37355,33.93911,67.709953,2.0,26.0,9.0,0.0,-9.0,-1.0
Afghanistan,2020-08-11,37355,33.93911,67.709953,8.0,27.0,9.0,7.0,-16.0,2.0
Afghanistan,2020-08-12,37431,33.93911,67.709953,4.0,27.0,5.0,-1.0,-9.0,-1.0
Afghanistan,2020-08-12,37431,33.93911,67.709953,7.0,28.0,7.0,5.0,-16.0,3.0
Afghanistan,2020-08-13,37510,33.93911,67.709953,1.0,22.0,7.0,-2.0,-7.0,1.0
Afghanistan,2020-08-13,37510,33.93911,67.709953,2.0,21.0,5.0,4.0,-13.0,4.0
Afghanistan,2020-08-14,37517,33.93911,67.709953,3.0,25.0,12.0,-3.0,-1.0,1.0
Afghanistan,2020-08-14,37517,33.93911,67.709953,1.0,20.0,14.0,4.0,-4.0,4.0
Afghanistan,2020-08-15,37637,33.93911,67.709953,4.0,27.0,9.0,3.0,-5.0,-1.0
Afghanistan,2020-08-15,37637,33.93911,67.709953,6.0,29.0,9.0,11.0,-10.0,2.0
Afghanistan,2020-08-16,37682,33.93911,67.709953,6.0,27.0,9.0,2.0,-8.0,-2.0
Afghanistan,2020-08-16,37682,33.93911,67.709953,7.0,25.0,7.0,7.0,-15.0,1.0
Afghanistan,2020-08-17,37682,33.93911,67.709953,0.0,0.0,11.0,3.0,-6.0,-3.0
Afghanistan,2020-08-17,37682,33.93911,67.709953,0.0,0.0,0.0,11.0,-13.0,0.0
Afghanistan,2020-08-18,37685,33.93911,67.709953,0.0,0.0,2.0,-15.0,-40.0,5.0
Afghanistan,2020-08-18,37685,33.93911,67.709953,0.0,0.0,0.0,-8.0,-55.0,10.0
Afghanistan,2020-08-19,37685,33.93911,67.709953,0.0,0.0,7.0,-4.0,-7.0,-2.0
Afghanistan,2020-08-19,37685,33.93911,67.709953,0.0,0.0,0.0,4.0,-13.0,1.0
Afghanistan,2020-08-20,37845,33.93911,67.709953,0.0,0.0,8.0,-3.0,-3.0,1.0
Afghanistan,2020-08-20,37845,33.93911,67.709953,0.0,0.0,0.0,6.0,-8.0,4.0
Afghanistan,2020-08-21,37942,33.93911,67.709953,0.0,0.0,12.0,0.0,1.0,1.0
Afghanistan,2020-08-21,37942,33.93911,67.709953,0.0,0.0,0.0,6.0,-2.0,4.0
Afghanistan,2020-08-22,37980,33.93911,67.709953,0.0,0.0,11.0,-2.0,-2.0,-1.0
Afghanistan,2020-08-22,37980,33.93911,67.709953,0.0,0.0,0.0,8.0,-5.0,1.0
Afghanistan,2020-08-23,38039,33.93911,67.709953,0.0,0.0,7.0,2.0,-4.0,-1.0
Afghanistan,2020-08-23,38039,33.93911,67.709953,0.0,0.0,0.0,10.0,-10.0,1.0
Afghanistan,2020-08-24,38085,33.93911,67.709953,0.0,0.0,9.0,-1.0,-4.0,-2.0
Afghanistan,2020-08-24,38085,33.93911,67.709953,0.0,0.0,0.0,8.0,-9.0,0.0
Afghanistan,2020-08-25,38156,33.93911,67.709953,0.0,0.0,8.0,-1.0,-3.0,-2.0
Afghanistan,2020-08-25,38156,33.93911,67.709953,0.0,0.0,0.0,9.0,-9.0,0.0
Afghanistan,2020-08-26,38199,33.93911,67.709953,0.0,0.0,6.0,-6.0,-4.0,-1.0
Afghanistan,2020-08-26,38199,33.93911,67.709953,0.0,0.0,0.0,4.0,-9.0,2.0
Afghanistan,2020-08-27,38215,33.93911,67.709953,0.0,0.0,6.0,-9.0,0.0,1.0
Afghanistan,2020-08-27,38215,33.93911,67.709953,0.0,0.0,0.0,1.0,-7.0,5.0
Afghanistan,2020-08-28,38226,33.93911,67.709953,0.0,0.0,7.0,0.0,2.0,2.0
Afghanistan,2020-08-28,38226,33.93911,67.709953,0.0,0.0,0.0,5.0,0.0,5.0
Afghanistan,2020-08-29,38229,33.93911,67.709953,0.0,0.0,2.0,-19.0,-11.0,3.0
Afghanistan,2020-08-29,38229,33.93911,67.709953,0.0,0.0,0.0,-9.0,-18.0,7.0
Afghanistan,2020-08-30,38229,33.93911,67.709953,0.0,0.0,-8.0,-30.0,-52.0,13.0
Afghanistan,2020-08-30,38229,33.93911,67.709953,0.0,0.0,-27.0,-23.0,-66.0,19.0
Afghanistan,2020-08-31,38248,33.93911,67.709953,0.0,0.0,12.0,-1.0,0.0,-1.0
Afghanistan,2020-08-31,38248,33.93911,67.709953,0.0,0.0,0.0,12.0,-5.0,1.0
Afghanistan,2020-09-01,38282,33.93911,67.709953,0.0,0.0,10.0,1.0,0.0,-1.0
Afghanistan,2020-09-01,38282,33.93911,67.709953,0.0,0.0,0.0,15.0,-6.0,2.0
Afghanistan,2020-09-02,38329,33.93911,67.709953,0.0,0.0,9.0,-6.0,-3.0,0.0
Afghanistan,2020-09-02,38329,33.93911,67.709953,0.0,0.0,0.0,7.0,-6.0,3.0
Afghanistan,2020-09-03,38374,33.93911,67.709953,0.0,0.0,9.0,-8.0,1.0,2.0
Afghanistan,2020-09-03,38374,33.93911,67.709953,0.0,0.0,0.0,4.0,-5.0,4.0
Afghanistan,2020-09-04,38374,33.93911,67.709953,0.0,0.0,7.0,0.0,0.0,3.0
Afghanistan,2020-09-04,38374,33.93911,67.709953,0.0,0.0,0.0,3.0,-5.0,4.0
Afghanistan,2020-09-05,38390,33.93911,67.709953,0.0,0.0,14.0,-5.0,-1.0,0.0
Afghanistan,2020-09-05,38390,33.93911,67.709953,0.0,0.0,0.0,9.0,-5.0,2.0
Afghanistan,2020-09-06,38484,33.93911,67.709953,0.0,0.0,10.0,-2.0,-2.0,0.0
Afghanistan,2020-09-06,38484,33.93911,67.709953,0.0,0.0,0.0,12.0,-6.0,2.0
Afghanistan,2020-09-07,38580,33.93911,67.709953,0.0,0.0,15.0,-1.0,-1.0,-2.0
Afghanistan,2020-09-07,38580,33.93911,67.709953,0.0,0.0,0.0,15.0,-5.0,0.0
Afghanistan,2020-09-08,38606,33.93911,67.709953,0.0,0.0,0.0,-21.0,-40.0,8.0
Afghanistan,2020-09-08,38606,33.93911,67.709953,0.0,0.0,0.0,-9.0,-58.0,15.0
Afghanistan,2020-09-09,38630,33.93911,67.709953,0.0,0.0,12.0,-9.0,-1.0,-1.0
Afghanistan,2020-09-09,38630,33.93911,67.709953,0.0,0.0,0.0,7.0,-4.0,2.0
Afghanistan,2020-09-10,38658,33.93911,67.709953,0.0,0.0,17.0,-9.0,2.0,1.0
Afghanistan,2020-09-10,38658,33.93911,67.709953,0.0,0.0,0.0,8.0,-1.0,4.0
Afghanistan,2020-09-11,38692,33.93911,67.709953,44.0,55.0,8.0,-19.0,-3.0,2.0
Afghanistan,2020-09-11,38692,33.93911,67.709953,31.0,55.0,29.0,-6.0,-4.0,4.0
Afghanistan,2020-09-12,38727,33.93911,67.709953,33.0,21.0,12.0,-18.0,-1.0,1.0
Afghanistan,2020-09-12,38727,33.93911,67.709953,36.0,22.0,31.0,-3.0,-1.0,3.0
Afghanistan,2020-09-13,38802,33.93911,67.709953,49.0,64.0,9.0,-19.0,-1.0,1.0
Afghanistan,2020-09-13,38802,33.93911,67.709953,33.0,55.0,18.0,-4.0,-6.0,3.0
Afghanistan,2020-09-14,38858,33.93911,67.709953,53.0,70.0,12.0,-17.0,5.0,0.0
Afghanistan,2020-09-14,38858,33.93911,67.709953,35.0,69.0,27.0,-3.0,2.0,1.0
Afghanistan,2020-09-15,38901,33.93911,67.709953,54.0,66.0,11.0,-14.0,5.0,0.0
Afghanistan,2020-09-15,38901,33.93911,67.709953,39.0,61.0,34.0,2.0,2.0,2.0
Afghanistan,2020-09-16,38941,33.93911,67.709953,55.0,65.0,12.0,-17.0,-1.0,1.0
Afghanistan,2020-09-16,38941,33.93911,67.709953,43.0,65.0,32.0,-3.0,-1.0,4.0
Afghanistan,2020-09-17,38958,33.93911,67.709953,45.0,16.0,11.0,-12.0,5.0,2.0
Afghanistan,2020-09-17,38958,33.93911,67.709953,29.0,50.0,27.0,5.0,2.0,4.0
Afghanistan,2020-09-18,38969,33.93911,67.709953,39.0,45.0,4.0,-15.0,-2.0,4.0
Afghanistan,2020-09-18,38969,33.93911,67.709953,26.0,40.0,28.0,3.0,-4.0,6.0
Afghanistan,2020-09-19,39005,33.93911,67.709953,35.0,21.0,15.0,-11.0,1.0,1.0
Afghanistan,2020-09-19,39005,33.93911,67.709953,37.0,19.0,35.0,7.0,2.0,4.0
Afghanistan,2020-09-20,39130,33.93911,67.709953,50.0,64.0,12.0,-11.0,3.0,2.0
Afghanistan,2020-09-20,39130,33.93911,67.709953,37.0,52.0,21.0,7.0,0.0,5.0
Afghanistan,2020-09-21,39160,33.93911,67.709953,54.0,68.0,17.0,-11.0,3.0,1.0
Afghanistan,2020-09-21,39160,33.93911,67.709953,36.0,60.0,28.0,8.0,-1.0,4.0
Afghanistan,2020-09-22,39182,33.93911,67.709953,47.0,60.0,16.0,-5.0,1.0,2.0
Afghanistan,2020-09-22,39182,33.93911,67.709953,37.0,48.0,25.0,15.0,-1.0,5.0
Afghanistan,2020-09-23,39231,33.93911,67.709953,39.0,55.0,19.0,-4.0,-4.0,3.0
Afghanistan,2020-09-23,39231,33.93911,67.709953,28.0,46.0,24.0,17.0,-3.0,7.0
Afghanistan,2020-09-24,39256,33.93911,67.709953,37.0,12.0,17.0,-6.0,1.0,3.0
Afghanistan,2020-09-24,39256,33.93911,67.709953,23.0,46.0,18.0,14.0,0.0,7.0
Afghanistan,2020-09-25,39272,33.93911,67.709953,30.0,43.0,13.0,-10.0,-7.0,4.0
Afghanistan,2020-09-25,39272,33.93911,67.709953,17.0,38.0,19.0,11.0,-7.0,7.0
Afghanistan,2020-09-26,39278,33.93911,67.709953,24.0,15.0,19.0,-5.0,0.0,4.0
Afghanistan,2020-09-26,39278,33.93911,67.709953,26.0,7.0,22.0,15.0,1.0,7.0
Afghanistan,2020-09-27,39313,33.93911,67.709953,42.0,57.0,22.0,0.0,0.0,4.0
Afghanistan,2020-09-27,39313,33.93911,67.709953,30.0,45.0,17.0,22.0,-1.0,7.0
Afghanistan,2020-09-28,39325,33.93911,67.709953,39.0,60.0,21.0,-2.0,3.0,2.0
Afghanistan,2020-09-28,39325,33.93911,67.709953,25.0,55.0,18.0,20.0,2.0,5.0
Afghanistan,2020-09-29,39340,33.93911,67.709953,37.0,54.0,16.0,-1.0,0.0,2.0
Afghanistan,2020-09-29,39340,33.93911,67.709953,26.0,46.0,23.0,20.0,-1.0,5.0
Afghanistan,2020-09-30,39354,33.93911,67.709953,36.0,49.0,6.0,-5.0,-7.0,0.0
Afghanistan,2020-09-30,39354,33.93911,67.709953,24.0,48.0,20.0,16.0,-5.0,5.0
Afghanistan,2020-10-01,39371,33.93911,67.709953,33.0,7.0,1.0,-5.0,-3.0,-1.0
Afghanistan,2020-10-01,39371,33.93911,67.709953,21.0,37.0,20.0,17.0,-1.0,3.0
Afghanistan,2020-10-02,39376,33.93911,67.709953,32.0,48.0,-7.0,-9.0,-16.0,-1.0
Afghanistan,2020-10-02,39376,33.93911,67.709953,19.0,54.0,14.0,12.0,-12.0,2.0
Afghanistan,2020-10-03,39383,33.93911,67.709953,24.0,19.0,0.0,-9.0,-6.0,-2.0
Afghanistan,2020-10-03,39383,33.93911,67.709953,26.0,18.0,21.0,12.0,-1.0,2.0
Afghanistan,2020-10-04,39427,33.93911,67.709953,44.0,69.0,5.0,-7.0,-6.0,-1.0
Afghanistan,2020-10-04,39427,33.93911,67.709953,32.0,60.0,19.0,14.0,-4.0,2.0
Afghanistan,2020-10-05,39508,33.93911,67.709953,40.0,64.0,-2.0,-5.0,-4.0,-2.0
Afghanistan,2020-10-05,39508,33.93911,67.709953,24.0,61.0,14.0,17.0,-1.0,0.0
Afghanistan,2020-10-06,39572,33.93911,67.709953,39.0,57.0,-1.0,-5.0,-3.0,-3.0
Afghanistan,2020-10-06,39572,33.93911,67.709953,24.0,54.0,21.0,16.0,-1.0,1.0
Afghanistan,2020-10-07,39634,33.93911,67.709953,40.0,54.0,-2.0,-9.0,-5.0,-2.0
Afghanistan,2020-10-07,39634,33.93911,67.709953,28.0,53.0,12.0,10.0,-1.0,3.0
Afghanistan,2020-10-08,39702,33.93911,67.709953,42.0,17.0,0.0,-6.0,2.0,1.0
Afghanistan,2020-10-08,39702,33.93911,67.709953,25.0,55.0,13.0,15.0,4.0,4.0
Afghanistan,2020-10-09,39779,33.93911,67.709953,37.0,44.0,-4.0,-14.0,-11.0,4.0
Afghanistan,2020-10-09,39779,33.93911,67.709953,25.0,49.0,13.0,5.0,-9.0,6.0
Afghanistan,2020-10-10,39789,33.93911,67.709953,26.0,17.0,2.0,-13.0,0.0,3.0
Afghanistan,2020-10-10,39789,33.93911,67.709953,28.0,15.0,16.0,5.0,3.0,6.0
Afghanistan,2020-10-11,39885,33.93911,67.709953,46.0,64.0,5.0,-7.0,2.0,3.0
Afghanistan,2020-10-11,39885,33.93911,67.709953,34.0,53.0,16.0,11.0,1.0,7.0
Afghanistan,2020-10-12,39956,33.93911,67.709953,48.0,64.0,1.0,-4.0,2.0,2.0
Afghanistan,2020-10-12,39956,33.93911,67.709953,33.0,64.0,20.0,16.0,2.0,5.0
Afghanistan,2020-10-13,40014,33.93911,67.709953,45.0,61.0,0.0,-5.0,1.0,1.0
Afghanistan,2020-10-13,40014,33.93911,67.709953,33.0,56.0,16.0,15.0,1.0,6.0
Afghanistan,2020-10-14,40080,33.93911,67.709953,45.0,63.0,0.0,-8.0,-1.0,2.0
Afghanistan,2020-10-14,40080,33.93911,67.709953,30.0,58.0,15.0,10.0,1.0,7.0
Afghanistan,2020-10-15,40112,33.93911,67.709953,43.0,24.0,-1.0,-5.0,4.0,2.0
Afghanistan,2020-10-15,40112,33.93911,67.709953,29.0,61.0,14.0,16.0,6.0,6.0
Afghanistan,2020-10-16,40159,33.93911,67.709953,37.0,59.0,-3.0,-10.0,-7.0,4.0
Afghanistan,2020-10-16,40159,33.93911,67.709953,26.0,58.0,13.0,10.0,-7.0,7.0
Afghanistan,2020-10-17,40227,33.93911,67.709953,24.0,21.0,0.0,-9.0,1.0,2.0
Afghanistan,2020-10-17,40227,33.93911,67.709953,28.0,17.0,10.0,11.0,4.0,6.0
Afghanistan,2020-10-18,40286,33.93911,67.709953,42.0,61.0,4.0,-7.0,2.0,4.0
Afghanistan,2020-10-18,40286,33.93911,67.709953,29.0,53.0,8.0,13.0,2.0,8.0
Afghanistan,2020-10-19,40373,33.93911,67.709953,43.0,73.0,2.0,-6.0,3.0,3.0
Afghanistan,2020-10-19,40373,33.93911,67.709953,27.0,64.0,12.0,15.0,3.0,6.0
Afghanistan,2020-10-20,40461,33.93911,67.709953,37.0,61.0,-1.0,-6.0,2.0,2.0
Afghanistan,2020-10-20,40461,33.93911,67.709953,23.0,51.0,11.0,15.0,0.0,6.0
Afghanistan,2020-10-21,40461,33.93911,67.709953,41.0,66.0,-1.0,-11.0,-2.0,3.0
Afghanistan,2020-10-21,40461,33.93911,67.709953,25.0,56.0,14.0,8.0,0.0,7.0
Afghanistan,2020-10-22,40510,33.93911,67.709953,47.0,28.0,0.0,-5.0,3.0,2.0
Afghanistan,2020-10-22,40510,33.93911,67.709953,29.0,68.0,23.0,17.0,4.0,6.0
Afghanistan,2020-10-23,40626,33.93911,67.709953,41.0,68.0,-6.0,-10.0,-9.0,4.0
Afghanistan,2020-10-23,40626,33.93911,67.709953,26.0,74.0,20.0,11.0,-8.0,6.0
Afghanistan,2020-10-24,40687,33.93911,67.709953,30.0,33.0,6.0,-9.0,0.0,2.0
Afghanistan,2020-10-24,40687,33.93911,67.709953,29.0,32.0,31.0,12.0,3.0,6.0
Afghanistan,2020-10-25,40768,33.93911,67.709953,50.0,77.0,2.0,-4.0,1.0,3.0
Afghanistan,2020-10-25,40768,33.93911,67.709953,35.0,68.0,24.0,19.0,0.0,7.0
Afghanistan,2020-10-26,40833,33.93911,67.709953,51.0,83.0,1.0,-6.0,3.0,1.0
Afghanistan,2020-10-26,40833,33.93911,67.709953,30.0,79.0,23.0,15.0,4.0,4.0
Afghanistan,2020-10-27,40937,33.93911,67.709953,50.0,68.0,-1.0,-5.0,1.0,1.0
Afghanistan,2020-10-27,40937,33.93911,67.709953,32.0,70.0,19.0,16.0,2.0,5.0
Afghanistan,2020-10-28,41032,33.93911,67.709953,47.0,67.0,-2.0,-4.0,-3.0,0.0
Afghanistan,2020-10-28,41032,33.93911,67.709953,31.0,68.0,20.0,17.0,-1.0,5.0
Afghanistan,2020-10-29,41145,33.93911,67.709953,15.0,-5.0,-15.0,-16.0,-43.0,10.0
Afghanistan,2020-10-29,41145,33.93911,67.709953,-4.0,19.0,-12.0,2.0,-52.0,14.0
Afghanistan,2020-10-30,41268,33.93911,67.709953,33.0,48.0,-9.0,-6.0,-13.0,3.0
Afghanistan,2020-10-30,41268,33.93911,67.709953,17.0,51.0,8.0,16.0,-10.0,5.0
Afghanistan,2020-10-31,41334,33.93911,67.709953,25.0,17.0,-2.0,-8.0,-3.0,1.0
Afghanistan,2020-10-31,41334,33.93911,67.709953,23.0,12.0,11.0,12.0,0.0,4.0